City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
320,Lac Du Bonnet,CA,50.2536,-96.0612,29.14,81,49,5.23,scattered clouds
321,Hovd,MN,48.0056,91.6419,24.55,43,100,10.4,overcast clouds
322,Bargarh,IN,21.3333,83.6167,74.88,24,0,5.01,clear sky
323,Gazojak,TM,41.1875,61.4036,59.68,34,76,10.09,broken clouds
324,Gold Coast,AU,-28.0,153.4333,71.01,84,40,6.91,scattered clouds
325,Shache,CN,38.4167,77.2406,47.91,36,100,2.91,overcast clouds
326,General Pico,AR,-35.6566,-63.7568,96.35,15,0,8.5,clear sky
327,Toronto,CA,43.7001,-79.4163,39.18,85,0,20.71,clear sky
328,Balykshi,KZ,47.0667,51.8667,32.0,86,40,11.18,scattered clouds
329,Maceio,BR,-9.6658,-35.7353,87.24,62,40,12.66,scattered clouds
330,Finschhafen,PG,-6.6024,147.8681,79.86,79,100,7.45,overcast clouds
331,Grants,US,35.1473,-107.8514,48.43,25,0,18.41,clear sky
332,Nemuro,JP,43.3236,145.575,24.66,79,9,11.88,clear sky
333,Takoradi,GH,4.8845,-1.7554,81.66,80,98,11.36,overcast clouds
334,Zhob,PK,31.3411,69.4481,57.18,54,39,1.72,scattered clouds
335,Axim,GH,4.8699,-2.2405,81.59,80,100,10.6,overcast clouds
336,Narsaq,GL,60.9167,-46.05,50.22,90,39,4.07,scattered clouds
337,Bentiu,SS,9.2333,29.8333,88.79,10,25,3.51,scattered clouds
338,Olafsvik,IS,64.8945,-23.7142,41.0,85,100,3.89,overcast clouds
339,Dwarka,IN,22.2394,68.9678,77.38,62,0,9.53,clear sky
340,Coihaique,CL,-45.5752,-72.0662,52.41,76,100,2.3,moderate rain
341,Nelson Bay,AU,-32.7167,152.15,68.0,95,3,3.0,clear sky
342,Tiksi,RU,71.6872,128.8694,-0.85,100,100,1.48,overcast clouds
343,Wheatley,GB,51.7473,-1.1394,41.61,71,100,6.91,overcast clouds
344,Disna,BY,55.568,28.1971,29.23,95,100,15.97,light snow
345,Kikwit,CD,-5.041,18.8162,74.79,87,100,4.54,moderate rain
346,Soyaniquilpan,MX,19.9833,-99.5,78.93,8,12,3.56,few clouds
347,Ouesso,CG,1.6136,16.0517,82.65,42,100,2.3,overcast clouds
348,Saint-Prosper,CA,46.2117,-70.4811,32.04,84,100,5.39,overcast clouds
349,Tibati,CM,6.4667,12.6333,82.89,29,66,5.37,broken clouds
350,Nikolayevskaya,RU,47.6139,41.5023,37.94,77,29,15.39,scattered clouds
351,Tuatapere,NZ,-46.1333,167.6833,48.38,86,100,2.15,overcast clouds
352,Pindiga,NG,9.9833,10.9333,93.06,12,95,4.79,overcast clouds
353,Mindelo,CV,16.8901,-24.9804,72.95,64,20,23.02,few clouds
354,Grand-Santi,GF,4.25,-54.3833,80.56,88,57,4.94,broken clouds
355,Izhmorskiy,RU,56.194,86.6414,15.78,91,100,10.45,overcast clouds
356,Kalmunai,LK,7.4167,81.8167,76.57,89,100,7.45,overcast clouds
357,Zhangye,CN,38.9342,100.4517,38.82,32,1,1.21,clear sky
358,Champerico,GT,14.3,-91.9167,95.54,62,6,13.56,clear sky
359,San Luis,AR,-33.295,-66.3356,94.35,19,9,7.72,clear sky
360,Bandarbeyla,SO,9.4942,50.8122,77.49,76,0,13.82,clear sky
361,Marzuq,YE,14.4,46.4667,66.04,71,3,5.55,clear sky
362,Ukiah,US,39.1502,-123.2078,44.37,90,100,4.61,moderate rain
363,Khatanga,RU,71.9667,102.5,-6.07,99,100,7.72,overcast clouds
364,Hasilpur,PK,29.7122,72.5553,68.41,44,0,8.77,clear sky
365,Longyearbyen,SJ,78.2186,15.6401,6.64,56,75,28.77,broken clouds
366,Skibbereen,IE,51.55,-9.2667,43.11,67,100,7.05,overcast clouds
367,Port Elizabeth,ZA,-33.918,25.5701,73.09,96,0,5.75,clear sky
368,Ayan,RU,56.45,138.1667,2.71,98,100,3.62,overcast clouds
369,Mae Sot,TH,16.7167,98.5667,71.42,56,0,2.13,clear sky
370,Esperance,AU,-33.8667,121.9,65.48,66,92,16.93,overcast clouds
371,Waren,DE,53.5167,12.6833,30.85,66,27,3.51,scattered clouds
372,Boueni,YT,-12.9025,45.0761,84.18,79,100,15.35,overcast clouds
373,Tarko-Sale,RU,64.9225,77.785,-15.16,100,62,8.84,broken clouds
374,Lufilufi,WS,-13.8745,-171.5986,80.38,70,100,9.08,overcast clouds
375,Tomatlan,MX,19.9333,-105.25,85.91,36,84,8.72,broken clouds
376,Abha,SA,18.2164,42.5053,62.42,59,0,6.91,clear sky
377,Araguacu,BR,-12.9306,-49.8264,84.67,66,89,4.72,overcast clouds
378,Lakes Entrance,AU,-37.8811,147.981,63.16,74,100,5.37,overcast clouds
379,Novikovo,RU,51.1537,37.8879,33.3,85,100,15.39,overcast clouds
380,Bonavista,CA,48.6499,-53.1147,20.61,82,58,23.94,broken clouds
381,Carutapera,BR,-1.195,-46.02,80.8,83,98,6.78,overcast clouds
382,Northam,GB,51.0333,-4.2167,41.61,72,7,3.18,clear sky
383,Cavalcante,BR,-13.7975,-47.4583,84.85,43,2,2.93,clear sky
384,Broome,US,42.2506,-75.833,38.08,82,100,14.97,overcast clouds
385,Lima,PE,-12.0432,-77.0282,77.25,69,40,9.22,scattered clouds
386,Severobaykalsk,RU,55.65,109.3167,11.46,82,82,3.94,broken clouds
387,Saint-Anselme,CA,46.6292,-70.9734,27.68,75,100,4.0,overcast clouds
388,Gondanglegi,ID,-7.7479,112.0132,73.35,91,96,2.8,overcast clouds
389,Shingu,JP,33.7333,135.9833,44.06,63,99,5.77,overcast clouds
390,Pemba,MZ,-12.974,40.5178,77.7,94,75,7.0,broken clouds
391,Igurubi,TZ,-4.0,33.7,69.51,81,100,6.55,overcast clouds
392,Olot,ES,42.181,2.4901,44.74,74,7,2.17,clear sky
393,Bac Lieu,VN,9.285,105.7244,75.6,75,100,19.8,overcast clouds
394,Caravelas,BR,-17.7125,-39.2481,82.09,61,84,8.16,broken clouds
395,Rorvik,NO,64.8621,11.2373,33.91,69,40,21.85,light snow
396,Vilyuysk,RU,63.7553,121.6247,3.25,97,63,7.2,broken clouds
397,Shubarshi,KZ,48.5872,57.1869,32.49,98,100,11.68,light snow
398,Baiyin,CN,36.5583,104.2081,39.27,32,0,2.21,clear sky
399,Dicabisagan,PH,17.0818,122.4157,69.53,82,100,11.59,overcast clouds
400,Vestmannaeyjar,IS,63.4427,-20.2734,41.99,87,40,8.05,scattered clouds
401,Talnakh,RU,69.4865,88.3972,-14.8,99,100,2.68,overcast clouds
402,Pontianak,ID,-0.0333,109.3333,76.98,100,100,4.61,overcast clouds
403,Harper,LR,4.375,-7.7169,81.0,81,4,6.55,clear sky
404,Ayagoz,KZ,47.9714,80.4392,27.36,94,100,1.43,overcast clouds
405,Homer,US,59.6425,-151.5483,21.07,40,0,17.27,clear sky
406,Tovacov,CZ,49.4308,17.288,37.62,76,99,1.99,overcast clouds
407,Douentza,ML,14.9951,-2.9517,87.26,10,27,5.77,scattered clouds
408,Moroto,UG,2.5345,34.6666,76.95,37,99,17.96,overcast clouds
409,Rio Gallegos,AR,-51.6226,-69.2181,53.65,30,100,16.11,overcast clouds
410,Lloro,CO,5.4961,-76.5495,80.55,90,100,3.6,overcast clouds
411,Noumea,NC,-22.2763,166.4572,80.01,99,34,10.16,scattered clouds
412,Pringsewu,ID,-5.3582,104.9744,71.29,97,99,1.88,overcast clouds
413,Tautira,PF,-17.7333,-149.15,79.83,80,100,7.76,light rain
414,Mount Pleasant,US,32.7941,-79.8626,81.09,36,0,13.8,clear sky
415,Morgan City,US,29.6994,-91.2068,75.99,40,20,4.72,few clouds
416,Wajima,JP,37.4,136.9,40.14,68,44,12.64,scattered clouds
417,Qaanaaq,GL,77.484,-69.3632,9.09,46,0,8.66,clear sky
418,Erenhot,CN,43.6475,111.9767,35.62,26,40,9.95,scattered clouds
419,Namibe,AO,-15.1961,12.1522,70.18,71,0,12.3,clear sky
420,Marsabit,KE,2.3284,37.9899,75.97,33,22,12.06,few clouds
421,Juneau,US,58.3019,-134.4197,29.41,87,20,3.44,few clouds
422,Sisimiut,GL,66.9395,-53.6735,28.26,85,10,3.31,clear sky
423,Carupano,VE,10.6678,-63.2585,82.85,59,39,14.41,scattered clouds
424,Dudinka,RU,69.4058,86.1778,-14.39,98,100,5.66,overcast clouds
425,Bardiyah,LY,31.7561,25.0865,69.08,47,100,8.57,overcast clouds
426,Talakan,RU,50.3167,130.3667,21.99,91,43,6.08,scattered clouds
427,Thinadhoo,MV,0.5333,72.9333,82.15,72,59,7.78,broken clouds
428,Hollins,US,37.3413,-79.9431,57.61,46,20,11.99,few clouds
429,Vernon,CA,50.2581,-119.2691,36.23,60,100,3.44,light snow
430,Yen Bai,VN,21.7,104.8667,67.87,79,100,0.4,overcast clouds
431,Nouadhibou,MR,20.931,-17.0347,75.18,53,0,17.27,clear sky
432,Toyooka,JP,35.5333,134.8333,40.15,76,100,3.27,overcast clouds
433,Oranjestad,AW,12.524,-70.027,82.35,74,40,26.46,scattered clouds
434,Ngawen,ID,-7.0032,111.3129,73.08,95,76,6.15,broken clouds
435,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,90.25,54,57,5.41,broken clouds
436,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,90,40,3.0,scattered clouds
437,Maragogi,BR,-9.0122,-35.2225,83.66,66,22,9.84,few clouds
438,Kamenka,RU,51.3223,42.7678,29.26,88,100,15.3,overcast clouds
439,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-5.21,65,0,8.95,clear sky
440,Tongren,CN,27.7172,109.1853,55.76,69,62,0.22,broken clouds
441,Yanam,IN,16.7333,82.2167,69.64,87,0,1.32,clear sky
442,Rock Springs,US,41.5875,-109.2029,23.23,62,40,3.44,scattered clouds
443,Raduzhnyy,RU,62.0961,77.475,-4.77,100,97,6.2,overcast clouds
444,Mezhdurechensk,RU,53.6942,88.0603,18.82,94,100,6.78,light snow
445,Biltine,TD,14.5333,20.9167,85.35,9,73,9.42,broken clouds
446,Lewiston,US,44.1003,-70.2148,33.42,94,100,12.66,mist
447,Altay,CN,47.8667,88.1167,21.0,68,100,7.49,overcast clouds
448,Gamba,GA,-2.65,10.0,78.85,85,100,6.78,overcast clouds
449,Dillon,US,34.4166,-79.3712,76.95,36,0,11.03,clear sky
450,Ahuimanu,US,21.4447,-157.8378,75.61,76,40,6.91,scattered clouds
451,Xiuyan,CN,40.2928,123.2744,34.07,89,10,2.13,clear sky
452,Leningradskiy,RU,69.3833,178.4167,-17.99,97,99,10.54,overcast clouds
453,Mogadishu,SO,2.0371,45.3438,79.65,79,11,21.27,few clouds
454,Riyadh,SA,24.6877,46.7219,75.34,21,0,10.31,clear sky
455,Vila,PT,42.0304,-8.1588,43.68,71,2,2.19,clear sky
456,Batamshinskiy,KZ,50.5594,58.2747,27.55,97,100,10.54,snow
457,Dodge City,US,37.7528,-100.0171,57.24,27,0,20.71,clear sky
458,Tondon,GN,10.3667,-13.35,84.87,37,0,7.58,clear sky
459,Itarema,BR,-2.9248,-39.9167,82.42,78,100,13.09,light rain
460,Killybegs,IE,54.6333,-8.45,42.51,74,100,4.88,overcast clouds
461,Tynda,RU,55.1667,124.7167,17.04,96,100,1.99,overcast clouds
462,Siero,ES,43.3833,-5.6667,48.18,76,0,2.64,clear sky
463,Amahai,ID,-3.3333,128.9167,78.1,84,100,5.77,moderate rain
464,Totness,SR,5.8833,-56.3167,81.19,71,31,13.33,scattered clouds
465,Lebowakgomo,ZA,-24.2,29.5,63.05,69,100,8.01,overcast clouds
466,Beeville,US,28.4008,-97.7483,82.29,27,0,8.05,clear sky
467,Waterloo,CA,43.4668,-80.5164,37.56,75,40,12.66,scattered clouds
468,Griffith,US,41.5284,-87.4237,50.9,74,0,11.5,clear sky
469,Petropavl,KZ,54.8753,69.1628,21.43,93,100,12.15,overcast clouds
470,Bonthe,SL,7.5264,-12.505,80.06,81,21,8.81,few clouds
471,Badou,TG,7.5833,0.6,74.43,89,99,3.11,moderate rain
472,Puerto El Triunfo,SV,13.2833,-88.55,86.32,55,6,11.9,clear sky
473,Abancay,PE,-13.6339,-72.8814,73.92,51,88,6.22,overcast clouds
474,Chateaubelair,VC,13.2833,-61.25,78.87,68,9,13.82,clear sky
475,Bratsk,RU,56.1325,101.6142,19.89,86,96,9.95,light snow
476,Muqui,BR,-20.956,-41.3531,84.58,59,10,4.68,clear sky
477,Mabaruma,GY,8.2,-59.7833,86.0,66,40,11.5,scattered clouds
478,Paamiut,GL,61.994,-49.6678,37.78,80,100,21.47,overcast clouds
479,Ciudad Bolivar,VE,8.1222,-63.5497,92.61,35,55,12.26,broken clouds
480,Price,US,39.5994,-110.8107,33.12,54,40,0.0,scattered clouds
481,Sorong,ID,-0.8833,131.25,80.01,79,100,7.54,overcast clouds
482,Denekamp,DE,52.3747,7.0055,41.92,78,100,8.68,overcast clouds
483,Kulhudhuffushi,MV,6.6221,73.07,81.23,72,6,6.8,clear sky
484,Nenjiang,CN,49.1833,125.2167,26.38,81,0,12.93,clear sky
485,Cobourg,DE,50.2667,10.9667,39.02,75,100,4.0,overcast clouds
486,Springfield,US,37.2153,-93.2982,58.89,58,20,5.99,few clouds
487,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,82.76,85,100,2.21,overcast clouds
488,Kang,BW,-23.6752,22.7876,79.93,35,46,3.2,scattered clouds
489,Kiama,AU,-34.6833,150.8667,69.58,84,62,7.0,broken clouds
490,Sakaiminato,JP,35.55,133.2333,45.95,63,100,13.65,overcast clouds
491,Tamandare,BR,-8.7597,-35.1047,83.66,65,5,9.13,clear sky
492,Shangrao,CN,28.4532,117.9686,50.85,61,0,1.66,clear sky
493,Port Arthur,CN,38.8,121.2667,39.9,84,73,8.57,broken clouds
494,Shahrud,IR,36.4182,54.9763,52.61,41,8,1.81,clear sky
495,Tessalit,ML,20.1986,1.0114,80.42,7,84,5.91,broken clouds
496,Ulaanbaatar,MN,47.9077,106.8832,23.13,74,0,6.71,clear sky
497,Baruun-Urt,MN,46.6806,113.2792,28.83,41,100,11.79,overcast clouds
498,Troitskoye,RU,52.9821,84.6757,18.05,87,99,7.14,overcast clouds
499,Yumen,CN,40.2833,97.2,38.84,34,9,7.27,clear sky
500,Bay City,US,43.5945,-83.8889,43.12,67,0,12.66,clear sky
501,Hommelvik,NO,63.4108,10.7942,30.16,98,75,16.11,light shower snow
502,Palauig,PH,15.435,119.9045,74.61,73,12,2.53,few clouds
503,King City,US,36.2127,-121.126,53.89,62,85,0.98,overcast clouds
504,Zhovti Vody,UA,48.3473,33.5003,40.03,67,5,14.97,clear sky
505,Gaoua,BF,10.2992,-3.2508,90.9,29,73,1.66,broken clouds
506,Jalu,LY,29.0331,21.5482,66.02,55,5,19.66,clear sky
507,Huarmey,PE,-10.0681,-78.1522,78.3,73,55,10.2,broken clouds
508,Kimbe,PG,-5.5502,150.1429,74.73,94,100,3.51,light rain
509,Goma,CD,-1.6792,29.2228,64.54,86,98,3.6,overcast clouds
510,Ndele,CF,8.4109,20.6473,84.47,11,35,4.52,scattered clouds
511,Kondrovo,RU,54.8064,35.9278,30.69,93,98,7.78,overcast clouds
512,Mirnyy,RU,62.5353,113.9611,8.24,66,100,11.01,overcast clouds
513,Ixtapa,MX,20.7,-105.2,74.43,64,40,9.22,scattered clouds
514,Te Anau,NZ,-45.4167,167.7167,43.74,92,54,3.62,broken clouds
515,Standish,US,43.9831,-83.9589,47.25,100,97,6.93,overcast clouds
516,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,82.06,43,36,2.82,scattered clouds
517,Buriti,BR,-22.9302,-45.3881,79.88,85,100,1.72,overcast clouds
518,Quatre Cocos,MU,-20.2078,57.7625,81.09,82,100,9.89,moderate rain
519,Tornio,FI,65.8481,24.1466,26.62,95,100,8.03,overcast clouds
520,Kargil,IN,34.5667,76.1,17.26,96,100,0.81,light snow
521,Abu Road,IN,24.4833,72.7833,72.81,42,7,3.65,clear sky
522,Hudiksvall,SE,61.729,17.1036,31.73,69,70,14.09,broken clouds
523,Jining,CN,35.405,116.5814,48.58,56,0,5.86,clear sky
524,Iskateley,RU,67.6803,53.1512,-1.12,99,85,8.86,overcast clouds
525,Kaniama,CD,-7.5667,24.1833,68.58,94,100,2.04,moderate rain
526,Nagaur,IN,27.2,73.7333,73.8,36,91,7.54,overcast clouds
527,Fare,PF,-16.7,-151.0167,80.82,77,100,9.93,moderate rain
528,Cockburn Town,TC,21.4612,-71.1419,82.36,61,40,13.8,scattered clouds
529,Tema,GH,5.667,-0.0166,84.07,71,100,10.27,overcast clouds
530,Brae,GB,60.3964,-1.353,36.46,83,100,13.85,overcast clouds
531,Upala,CR,10.8979,-85.0145,85.84,61,73,4.88,broken clouds
532,Dakar,SN,14.6937,-17.4441,81.48,64,0,9.22,clear sky
533,Porto Novo,BJ,6.4965,2.6036,81.46,78,58,5.86,broken clouds
534,Komsomolskiy,UZ,40.4272,71.7189,45.32,81,23,4.61,mist
535,Waingapu,ID,-9.6567,120.2641,75.96,85,100,6.85,overcast clouds
536,El Alto,PE,-4.2714,-81.2147,80.26,64,50,10.56,scattered clouds
537,Lysyye Gory,RU,51.5506,44.8414,28.65,93,100,12.55,overcast clouds
538,Port Hardy,CA,50.6996,-127.4199,40.01,76,22,8.93,few clouds
539,Arandis,NA,-22.4167,14.9667,63.97,61,0,9.31,clear sky
540,Buraydah,SA,26.326,43.975,78.04,23,67,10.94,broken clouds
541,Bahia Blanca,AR,-38.7196,-62.2724,82.29,12,61,3.0,broken clouds
542,Tsumeb,NA,-19.2333,17.7167,73.67,21,6,8.88,clear sky
543,Nikolayevka,RU,53.1257,47.2041,30.22,92,100,10.45,overcast clouds
544,Matongo,TZ,-2.3833,34.0833,63.37,88,83,1.54,light rain
545,Luxeuil-Les-Bains,FR,47.8171,6.365,37.02,70,12,5.75,few clouds
546,Svetlyy,RU,54.675,20.1347,33.96,54,98,20.89,overcast clouds
547,Shieli,KZ,44.1667,66.75,47.43,53,100,7.45,light rain
548,Kawardha,IN,22.0167,81.25,70.59,23,1,4.23,clear sky
549,Tabou,CI,4.423,-7.3528,80.92,82,5,6.4,clear sky
550,Ossora,RU,59.2353,163.0719,-23.94,83,2,3.02,clear sky
551,Hofn,IS,64.2539,-15.2082,36.18,77,100,3.51,overcast clouds
552,Makakilo City,US,21.3469,-158.0858,74.44,68,0,8.05,clear sky
553,Bra,IT,44.703,7.8556,51.15,63,4,1.88,clear sky
554,Athni,IN,16.7333,75.0667,79.54,24,0,7.09,clear sky
555,Taiyuan,CN,37.8694,112.5603,31.86,40,0,2.24,haze
556,Kantang,TH,7.4054,99.5156,73.72,89,85,4.34,overcast clouds
557,Avera,US,33.194,-82.5271,76.55,37,1,11.14,clear sky
558,Kudahuvadhoo,MV,2.6708,72.8944,81.01,76,81,11.21,broken clouds
559,Karimganj,IN,24.8667,92.35,68.23,49,0,4.21,clear sky
560,Sabha,LY,27.0377,14.4283,67.53,28,100,6.24,overcast clouds
561,Solnechnyy,RU,50.7214,136.6319,16.5,92,49,5.5,scattered clouds
562,Maine-Soroa,NE,13.2114,12.0241,86.38,10,77,8.03,broken clouds
563,Dunedin,NZ,-45.8742,170.5036,52.18,81,100,7.25,overcast clouds
564,Penticton,CA,49.4806,-119.5858,36.68,91,100,1.34,overcast clouds
565,Luancheng,CN,37.8792,114.6517,48.54,20,0,3.44,clear sky
566,Biak,ID,-0.9131,122.8766,77.41,76,94,2.84,overcast clouds
567,Ornskoldsvik,SE,63.2909,18.7153,23.95,86,100,6.91,overcast clouds
568,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,78,20,9.22,few clouds
569,Vicuna,CL,-30.0319,-70.7081,95.77,26,0,10.4,clear sky
570,Sarahan,IN,31.5167,77.8,42.6,59,1,8.08,clear sky
571,Buin,CL,-33.7333,-70.75,91.72,17,0,8.43,clear sky
572,San Cataldo,IT,37.4841,13.9854,43.45,90,100,6.31,overcast clouds
573,Vangaindrano,MG,-23.35,47.6,72.9,95,100,4.65,moderate rain
574,Khipro,PK,25.8285,69.3772,76.86,33,0,9.73,clear sky
575,Gat,IL,31.61,34.7642,66.4,55,0,3.85,clear sky
576,San Policarpo,PH,12.1791,125.5072,76.59,86,49,10.33,scattered clouds
577,Rockhampton,AU,-23.3833,150.5,69.69,78,0,4.61,clear sky
578,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,36,0,6.91,clear sky
579,Rawson,AR,-43.3002,-65.1023,77.29,14,0,21.85,clear sky
580,Pyu,MM,18.4833,96.4333,70.68,39,0,2.77,clear sky
581,Urusha,RU,54.05,122.9,14.72,95,100,3.42,overcast clouds
582,Eureka,US,40.8021,-124.1637,43.63,92,100,3.0,overcast clouds
583,Panguna,PG,-6.3164,155.4848,66.16,98,100,2.28,light rain
584,Hosakote,IN,14.2769,77.1699,73.69,39,0,8.97,clear sky
585,Boende,CD,-0.2167,20.8667,78.3,65,100,1.45,overcast clouds
586,Andenes,NO,69.3143,16.1194,30.72,88,100,41.99,light snow
587,Bijar,IR,35.8668,47.6051,38.46,70,22,4.59,few clouds
588,Jiwani,PK,25.05,61.7417,74.88,69,0,7.36,clear sky
589,Ambon,ID,-3.6954,128.1814,78.24,15,40,3.44,heavy intensity rain
590,Ojinaga,MX,29.5667,-104.4167,76.57,22,0,4.61,clear sky
591,Kununurra,AU,-15.7667,128.7333,76.98,88,61,3.44,broken clouds
592,Kaohsiung,TW,22.6163,120.3133,63.03,79,0,1.01,clear sky
593,Pangai,TO,-19.8,-174.35,82.83,79,100,17.96,overcast clouds
594,Fukue,JP,32.6881,128.8419,53.91,62,4,17.58,clear sky
595,Brattvag,NO,62.6002,6.4434,36.28,74,75,19.57,light snow
596,Nuevo Progreso,MX,23.1667,-97.95,80.47,40,53,8.01,broken clouds
597,Grand Gaube,MU,-20.0064,57.6608,82.38,76,100,1.01,moderate rain
598,Evensk,RU,61.95,159.2333,-24.38,97,100,6.33,overcast clouds
599,Notre-Dame-Du-Lac,CA,47.6136,-68.7964,27.88,84,100,2.66,overcast clouds
600,Merauke,ID,-8.4667,140.3333,79.0,87,100,14.67,overcast clouds
601,Port Blair,IN,11.6667,92.75,80.64,83,40,2.3,mist
602,Salalah,OM,17.0151,54.0924,77.09,78,0,2.3,clear sky
603,Whitehorse,CA,60.7161,-135.0538,6.03,72,98,10.0,overcast clouds
604,Pucara,PE,-15.9803,-71.4606,53.49,52,89,3.58,overcast clouds
605,Orda,RU,57.1951,56.9091,24.06,97,100,5.73,overcast clouds
606,Bukoba,TZ,-1.3317,31.8122,70.12,74,92,3.02,overcast clouds
607,Palmer,US,42.1584,-72.3287,39.78,76,100,10.36,overcast clouds
608,Zabid,YE,14.1951,43.3152,80.58,56,24,2.39,few clouds
609,Imeni Poliny Osipenko,RU,52.4201,136.4853,17.82,92,100,12.08,overcast clouds
610,Linxia,CN,35.6003,103.2064,40.53,32,0,2.75,clear sky
611,Vanderhoof,CA,54.0166,-124.0198,21.2,84,99,4.88,overcast clouds
612,Alugan,PH,12.2188,125.4808,76.15,87,40,9.8,scattered clouds
613,Villazon,BO,-22.0866,-65.5942,66.42,35,100,18.5,overcast clouds
614,San Ignacio,BZ,17.1561,-89.0714,92.55,41,1,4.56,clear sky
615,Santa Maria,BR,-29.6842,-53.8069,75.52,86,94,5.95,overcast clouds
616,Tupelo,US,34.2576,-88.7034,66.02,51,0,4.61,clear sky
617,Raudeberg,NO,61.9875,5.1352,29.95,74,100,24.56,light snow
618,Zyryanka,RU,65.75,150.85,-41.53,98,29,3.49,scattered clouds
619,Namatanai,PG,-3.6667,152.4333,75.36,90,100,5.01,light rain
620,Chulman,RU,56.8479,124.9104,29.57,82,100,14.23,light snow
621,Basoko,CD,1.2391,23.616,79.68,59,100,2.57,light rain
622,Sungaipenuh,ID,-2.0833,101.3833,61.83,96,68,3.22,broken clouds
623,Kramat,ID,-8.1311,113.4499,72.54,94,100,1.99,overcast clouds
624,Gremyachinsk,RU,58.5603,57.851,22.01,97,100,5.68,light snow
625,Cam Ranh,VN,11.9214,109.1591,73.36,68,20,14.97,few clouds
626,Paungde,MM,18.4833,95.5,71.71,24,0,4.36,clear sky
627,Verkhoyansk,RU,67.5447,133.385,-12.41,100,100,1.03,overcast clouds
628,Tecoanapa,MX,16.5167,-98.75,83.21,60,2,10.36,clear sky
629,San Jose,US,37.3394,-121.895,53.89,70,75,18.41,broken clouds
630,Makambako,TZ,-8.8453,34.823,58.57,91,99,1.01,overcast clouds
631,Channel-Port Aux Basques,CA,47.5702,-59.1367,21.74,68,95,24.38,overcast clouds
632,Lata,PT,40.1629,-8.3327,54.81,70,100,2.53,overcast clouds
633,Shanghai,CN,31.2222,121.4581,47.93,66,0,4.47,clear sky
634,Tigil,RU,57.8,158.6667,-15.21,100,91,5.26,overcast clouds
635,Bowen,AU,-20.0167,148.2333,76.12,80,100,10.54,overcast clouds
636,Gambela,ET,8.25,34.5833,90.36,28,68,0.25,broken clouds
637,Standerton,ZA,-26.9337,29.2415,59.31,79,7,3.78,clear sky
638,Kerema,PG,-7.9631,145.7785,76.42,82,100,4.36,overcast clouds
639,Alyangula,AU,-13.8483,136.4192,78.46,82,100,18.7,overcast clouds
640,Odweyne,SO,9.4092,45.064,73.13,60,1,4.88,clear sky
